dataProcessDependencyId,dataProcess,sourceObjectSchema,sourceObjectName,destinationObjectSchema,destinationObjectName,isEnabled,isTestPromoteEnvironment,isProdPromoteEnvironment
618,gold,NULL,NULL,project_management,fact_daily_plan_notes,1,1,1
619,gold,NULL,NULL,project_management,fact_daily_plan_quantity,1,1,1
620,gold,NULL,NULL,project_management,fact_quantity_claim,1,1,1
621,gold,NULL,NULL,project_management,fact_time_card,1,1,1
622,gold,NULL,NULL,project_management,fact_work_package,1,1,1
623,gold,NULL,NULL,project_management,fact_wp_component_progress,1,1,1
624,gold,conformed,dim_project,project_management,fact_daily_plan_notes,1,1,1
625,gold,conformed,dim_project,project_management,fact_daily_plan_quantity,1,1,1
626,gold,conformed,dim_project,project_management,fact_quantity_claim,1,1,1
627,gold,conformed,dim_project,project_management,fact_time_card,1,1,1
628,gold,conformed,dim_project,project_management,fact_work_package,1,1,1
629,gold,conformed,dim_project,project_management,fact_wp_component_progress,1,1,1
630,gold,project_management,dim_claiming_scheme,project_management,fact_daily_plan_quantity,1,1,1
631,gold,project_management,dim_claiming_scheme,project_management,fact_quantity_claim,1,1,1
632,gold,project_management,dim_claiming_scheme,project_management,fact_wp_component_progress,1,1,1
633,gold,project_management,dim_claiming_scheme_step,project_management,fact_daily_plan_quantity,1,1,1
634,gold,project_management,dim_claiming_scheme_step,project_management,fact_quantity_claim,1,1,1
635,gold,project_management,dim_commodity,project_management,fact_wp_component_progress,1,1,1
636,gold,project_management,dim_component,project_management,brdg_work_package_component,1,1,1
637,gold,project_management,dim_component,project_management,fact_daily_plan_quantity,1,1,1
638,gold,project_management,dim_component,project_management,fact_quantity_claim,1,1,1
639,gold,project_management,dim_component,project_management,fact_wp_component_progress,1,1,1
640,gold,project_management,dim_cost_item,project_management,brdg_work_package_cost_item,1,1,1
641,gold,project_management,dim_cost_item,project_management,fact_daily_plan_quantity,1,1,1
642,gold,project_management,dim_craft,project_management,fact_time_card,1,1,1
643,gold,project_management,dim_daily_plan,project_management,fact_daily_plan_notes,1,1,1
644,gold,project_management,dim_daily_plan,project_management,fact_daily_plan_quantity,1,1,1
645,gold,project_management,dim_daily_plan,project_management,fact_quantity_claim,1,1,1
646,gold,project_management,dim_daily_plan,project_management,fact_time_card,1,1,1
647,gold,project_management,dim_discipline,project_management,fact_wp_component_progress,1,1,1
648,gold,project_management,dim_cost_item,project_management,fact_quantity_claim,1,1,1
649,gold,project_management,dim_cost_item,project_management,fact_time_card,1,1,1
650,gold,project_management,dim_cost_item,project_management,fact_wp_component_progress,1,1,1
651,gold,project_management,dim_time_card,project_management,fact_time_card,1,1,1
652,gold,project_management,dim_trade,project_management,fact_time_card,1,1,1
653,gold,project_management,dim_union,project_management,fact_time_card,1,1,1
654,gold,project_management,dim_unit_of_measure,project_management,fact_quantity_claim,1,1,1
655,gold,project_management,dim_unit_of_measure,project_management,fact_wp_component_progress,1,1,1
656,gold,project_management,dim_user,project_management,fact_time_card,1,1,1
657,gold,project_management,dim_unit_of_measure,project_management,fact_daily_plan_quantity,1,1,1
658,gold,project_management,dim_work_package,project_management,brdg_work_package_component,1,1,1
659,gold,project_management,dim_work_package,project_management,brdg_work_package_cost_item,1,1,1
660,gold,project_management,dim_work_package,project_management,fact_work_package,1,1,1
661,gold,project_mgmt_core,dim_acs,project_management,fact_daily_plan_quantity,1,1,1
662,gold,project_mgmt_core,dim_acs,project_management,fact_quantity_claim,1,1,1
663,gold,project_mgmt_core,dim_acs,project_management,fact_time_card,1,1,1
664,gold,project_mgmt_core,dim_acs,project_management,fact_wp_component_progress,1,1,1
600,gold,conformed,dim_zipcode,cosential,dim_opportunity,1,1,1
601,gold,conformed,dim_zipcode,cosential,fact_opportunity,1,1,1
665,gold,NULL,NULL,ineight_document_report,dim_document_rfi_report,1,1,1
666,gold,NULL,NULL,ineight_document_report,dim_document_submittal,1,1,1
667,gold,NULL,NULL,ineight_document_report,fact_document,1,1,1
668,gold,conformed,dim_project,ineight_document_report,fact_document,1,1,1
669,gold,ineight_document_report,dim_document_rfi_report,ineight_document_report,fact_document,1,1,1
670,gold,ineight_document_report,dim_document_submittal,ineight_document_report,fact_document,1,1,1
671,gold,NULL,NULL,safety_v,fact_labor_hours_by_project_monthly_v,NULL,1,1
672,gold,NULL,NULL,safety_v,fact_subcontractor_labor_hours_by_project_monthly_v,NULL,1,1
673,gold,labor,fact_monthly_subcontractors_hours_by_project,safety_v,fact_subcontractor_labor_hours_by_project_monthly_v,NULL,1,1
674,gold,labor,fact_weekly_labor_hours_by_project,safety_v,fact_labor_hours_by_project_monthly_v,NULL,1,1
675,gold,NULL,NULL,b2g,dim_vendor,1,1,1
676,gold,NULL,NULL,b2g,dim_xbe,1,1,1
677,gold,NULL,NULL,b2g,dim_xbe_subcontractor_commitments,1,1,1
678,gold,NULL,NULL,b2g,fact_contract_payment_xbe,1,1,1
679,gold,NULL,NULL,b2g,fact_vendor_payment_xbe,1,1,1
680,gold,NULL,NULL,equipment,fact_equipment_utilization,1,1,1
681,gold,b2g,dim_vendor,b2g,fact_vendor_payment_xbe,1,1,1
682,gold,b2g,dim_xbe,b2g,fact_contract_payment_xbe,1,1,1
683,gold,b2g,dim_xbe,b2g,fact_vendor_payment_xbe,1,1,1
684,gold,conformed,dim_date,equipment,fact_equipment_utilization,1,1,1
685,gold,conformed,dim_project,b2g,dim_xbe_subcontractor_commitments,1,1,1
686,gold,conformed,dim_project,b2g,fact_contract_payment_xbe,1,1,1
687,gold,conformed,dim_project,b2g,fact_vendor_payment_xbe,1,1,1
688,gold,conformed,dim_project,equipment,fact_equipment_utilization,1,1,1
689,gold,equipment,dim_equipment,equipment,fact_equipment_utilization,1,1,1
690,gold,equipment,dim_equipment_status,equipment,fact_equipment_utilization,1,1,1
691,gold,NULL,NULL,cslb,license_data,0,1,1
692,gold,NULL,NULL,safety,dim_org_project_bu,NULL,1,1
693,gold,NULL,NULL,safety_v,dim_org_project_bu_safety_v,NULL,1,1
694,gold,conformed,dim_project,safety,dim_org_project_bu,NULL,1,1
695,gold,safety,dim_org_project_bu,safety_v,dim_org_project_bu_safety_v,NULL,1,1
696,gold,NULL,NULL,web_app_integration,dim_pbi_report,1,1,1
697,gold,NULL,NULL,web_app_integration,dim_pbi_workspace,1,1,1
698,gold,NULL,NULL,web_app_integration,fact_pbi_user_activity,1,1,1
699,gold,conformed,dim_company,web_app_integration,fact_pbi_user_activity,1,1,1
700,gold,conformed,dim_project,web_app_integration,fact_pbi_user_activity,1,1,1
701,gold,security,dim_active_directory_user,web_app_integration,fact_pbi_user_activity,1,1,1
702,gold,web_app_integration,dim_pbi_report,web_app_integration,fact_pbi_user_activity,1,1,1
703,gold,web_app_integration,dim_pbi_workspace,web_app_integration,fact_pbi_user_activity,1,1,1
704,gold,NULL,NULL,security,stg_user_cost_code_relationship,1,1,1
705,gold,conformed,dim_project,security,stg_user_cost_code_relationship,1,1,1
706,gold,security,dim_active_directory_user,security,stg_user_cost_code_relationship,1,1,1
707,gold,NULL,NULL,conformed,dim_zipcode,1,1,1
708,gold,NULL,NULL,emars,dim_contractor,1,1,1
709,gold,NULL,NULL,emars,dim_ethnicity,1,1,1
710,gold,NULL,NULL,emars,dim_project_emars,1,1,1
711,gold,NULL,NULL,emars,dim_work_class,1,1,1
712,gold,NULL,NULL,emars_sensitive,dim_employee_emars,1,1,1
713,gold,NULL,NULL,emars_sensitive,fact_payroll,1,1,1
714,gold,NULL,NULL,emars_v,fact_payroll_hours_nonsensitive_v,1,1,1
715,gold,NULL,NULL,emars_v,fact_workforce_summary_v,1,1,1
716,gold,NULL,NULL,emars_v,fact_workforce_summary_work_class_v,1,1,1
717,gold,NULL,NULL,emars_v,fact_workforce_summary_worker_zip_v,1,1,1
718,gold,conformed,dim_date,emars_sensitive,fact_payroll,1,1,1
719,gold,conformed,dim_project,emars,dim_project_emars,1,1,1
720,gold,conformed,dim_project,emars_sensitive,fact_payroll,1,1,1
721,gold,conformed,dim_zipcode,emars_sensitive,fact_payroll,1,1,1
722,gold,emars,dim_contractor,emars_sensitive,fact_payroll,1,1,1
723,gold,emars,dim_ethnicity,emars_sensitive,fact_payroll,1,1,1
724,gold,emars,dim_project_emars,emars_sensitive,fact_payroll,1,1,1
725,gold,emars,dim_project_emars,emars_v,fact_workforce_summary_v,1,1,1
726,gold,emars,dim_project_emars,emars_v,fact_workforce_summary_work_class_v,1,1,1
727,gold,emars,dim_project_emars,emars_v,fact_workforce_summary_worker_zip_v,1,1,1
728,gold,emars,dim_work_class,emars_sensitive,fact_payroll,1,1,1
729,gold,emars,dim_work_class,emars_v,fact_workforce_summary_work_class_v,1,1,1
730,gold,emars_sensitive,dim_employee_emars,emars_sensitive,fact_payroll,1,1,1
731,gold,emars_sensitive,dim_employee_emars,emars_v,fact_workforce_summary_v,1,1,1
732,gold,emars_sensitive,dim_employee_emars,emars_v,fact_workforce_summary_work_class_v,1,1,1
733,gold,emars_sensitive,dim_employee_emars,emars_v,fact_workforce_summary_worker_zip_v,1,1,1
734,gold,emars_sensitive,fact_payroll,emars_v,fact_payroll_hours_nonsensitive_v,1,1,1
735,gold,emars_sensitive,fact_payroll,emars_v,fact_workforce_summary_v,1,1,1
736,gold,emars_sensitive,fact_payroll,emars_v,fact_workforce_summary_work_class_v,1,1,1
737,gold,emars_sensitive,fact_payroll,emars_v,fact_workforce_summary_worker_zip_v,1,1,1
738,gold,NULL,NULL,b2g,fact_vendor_performance_xbe,1,1,1
739,gold,b2g,dim_vendor,b2g,fact_vendor_performance_xbe,1,1,1
740,gold,b2g,fact_vendor_payment_xbe,b2g,fact_vendor_performance_xbe,1,1,1
741,gold,conformed,dim_project,b2g,fact_vendor_performance_xbe,1,1,1
742,gold,NULL,NULL,conformed_v,dim_closed_project_v,NULL,1,1
743,gold,NULL,NULL,ineight_document,dim_form,1,1,1
744,gold,NULL,NULL,ineight_document,fact_rfi,1,1,1
745,gold,NULL,NULL,ineight_document,fact_submittals,1,1,1
746,gold,NULL,NULL,project_management,fact_current_plan_detail,NULL,1,1
747,gold,NULL,NULL,project_management,fact_current_plan_summary,NULL,1,1
748,gold,NULL,NULL,project_management_v,fact_current_plan_actuals_detail_v,NULL,1,1
749,gold,NULL,NULL,project_management_v,fact_current_plan_actuals_summary_v,NULL,1,1
750,gold,NULL,NULL,project_management_v,fact_current_project_forecast_detail_v,NULL,1,1
751,gold,conformed,dim_project,ineight_document,fact_rfi,1,1,1
752,gold,conformed,dim_project,ineight_document,fact_submittals,1,1,1
753,gold,conformed,dim_project,project_management_v,fact_current_project_forecast_detail_v,NULL,1,1
754,gold,equipment_secured_v,fact_equipment_site_rates_ineight_current_v,project_management,fact_current_plan_detail,NULL,1,1
755,gold,ineight_document,dim_form,ineight_document,fact_rfi,1,1,1
756,gold,ineight_document,dim_form,ineight_document,fact_submittals,1,1,1
757,gold,project_management,dim_cost_category,project_management,fact_current_plan_detail,NULL,1,1
758,gold,project_management,dim_cost_item,project_management_v,fact_current_plan_actuals_detail_v,NULL,1,1
759,gold,project_management,dim_cost_item,project_management_v,fact_current_plan_actuals_summary_v,NULL,1,1
776,gold,NULL,NULL,safety,dim_compliance_user,NULL,1,1
777,gold,NULL,NULL,safety,dim_injury_cause_hierarchy,NULL,1,1
778,gold,NULL,NULL,safety,dim_safety_form,NULL,1,1
779,gold,NULL,NULL,safety,dim_stcky_bucket,NULL,1,1
780,gold,NULL,NULL,safety,dim_stcky_role,NULL,1,1
781,gold,NULL,NULL,safety,fact_cvis_recognition,NULL,1,1
782,gold,NULL,NULL,safety,fact_cvis_suggestion_box,NULL,1,1
783,gold,NULL,NULL,safety,fact_cvis_walk,NULL,1,1
784,gold,NULL,NULL,safety_v,fact_cvis_recognition_action_area_v,NULL,1,1
785,gold,NULL,NULL,safety_v,fact_cvis_recognition_award_type_v,NULL,1,1
786,gold,NULL,NULL,safety_v,fact_cvis_walk_corr_action_v,NULL,1,1
787,gold,NULL,NULL,safety_v,fact_cvis_walk_protection_v,NULL,1,1
788,gold,NULL,NULL,safety_v,fact_incident_body_part_v,NULL,1,1
789,gold,NULL,NULL,safety_v,fact_incident_equip_category_v,NULL,1,1
790,gold,NULL,NULL,safety_v,fact_incident_equip_crane_damage_v,NULL,1,1
791,gold,NULL,NULL,safety_v,fact_incident_equip_crane_estimated_loss_v,NULL,1,1
792,gold,NULL,NULL,safety_v,fact_incident_equip_crane_owner_v,NULL,1,1
793,gold,NULL,NULL,safety_v,fact_incident_event_v,NULL,1,1
794,gold,NULL,NULL,safety_v,fact_incident_first_aid_provider_v,NULL,1,1
795,gold,NULL,NULL,safety_v,fact_incident_injury_classification_v,NULL,1,1
796,gold,NULL,NULL,safety_v,fact_incident_injury_main_cause_v,NULL,1,1
797,gold,NULL,NULL,safety_v,fact_incident_injury_type_v,NULL,1,1
798,gold,NULL,NULL,safety_v,fact_incident_medical_treatment_provider_v,NULL,1,1
799,gold,NULL,NULL,safety_v,fact_incident_medical_treatment_v,NULL,1,1
800,gold,NULL,NULL,safety_v,fact_incident_utility_info_v,NULL,1,1
801,gold,NULL,NULL,safety_v,fact_incident_utility_pivots_v,NULL,1,1
802,gold,NULL,NULL,safety,fact_incident,NULL,1,1
803,gold,NULL,NULL,safety,fact_psli,NULL,1,1
804,gold,NULL,NULL,safety,fact_safety_event_task,NULL,1,1
805,gold,NULL,NULL,safety,fact_stcky_walk,NULL,1,1
806,gold,NULL,NULL,safety,fact_stcky_walk_missing_protection_reason,NULL,1,1
807,gold,NULL,NULL,safety_v,fact_psli_event_task_v,NULL,1,1
808,gold,NULL,NULL,safety_v,fact_stcky_walk_corr_action_v,NULL,1,1
809,gold,NULL,NULL,safety_v,fact_stcky_walk_protection_v,NULL,1,1
810,gold,conformed,dim_date,safety,fact_incident,NULL,1,1
811,gold,safety,fact_incident,safety_v,fact_incident_body_part_v,NULL,1,1
812,gold,safety,fact_incident,safety_v,fact_incident_equip_category_v,NULL,1,1
813,gold,safety,fact_incident,safety_v,fact_incident_equip_crane_damage_v,NULL,1,1
814,gold,safety,fact_incident,safety_v,fact_incident_equip_crane_estimated_loss_v,NULL,1,1
815,gold,safety,fact_incident,safety_v,fact_incident_equip_crane_owner_v,NULL,1,1
816,gold,safety,fact_incident,safety_v,fact_incident_first_aid_provider_v,NULL,1,1
817,gold,safety,fact_incident,safety_v,fact_incident_injury_classification_v,NULL,1,1
818,gold,safety,fact_incident,safety_v,fact_incident_injury_main_cause_v,NULL,1,1
819,gold,safety,fact_incident,safety_v,fact_incident_injury_type_v,NULL,1,1
820,gold,safety,fact_incident,safety_v,fact_incident_medical_treatment_provider_v,NULL,1,1
821,gold,safety,fact_incident,safety_v,fact_incident_medical_treatment_v,NULL,1,1
822,gold,safety,fact_incident,safety_v,fact_incident_utility_info_v,NULL,1,1
823,gold,safety,fact_incident,safety_v,fact_incident_utility_pivots_v,NULL,1,1
824,gold,safety,fact_psli,safety_v,fact_psli_event_task_v,NULL,1,1
825,gold,safety,fact_safety_event_task,safety,fact_cvis_recognition,NULL,1,1
826,gold,safety,fact_safety_event_task,safety,fact_cvis_suggestion_box,NULL,1,1
827,gold,safety,fact_safety_event_task,safety,fact_psli,NULL,1,1
828,gold,safety,fact_safety_event_task,safety,fact_stcky_walk_missing_protection_reason,NULL,1,1
829,gold,safety,fact_safety_event_task,safety_v,fact_cvis_recognition_action_area_v,NULL,1,1
830,gold,safety,fact_safety_event_task,safety_v,fact_cvis_recognition_award_type_v,NULL,1,1
831,gold,safety,fact_safety_event_task,safety_v,fact_cvis_walk_corr_action_v,NULL,1,1
832,gold,safety,fact_safety_event_task,safety_v,fact_cvis_walk_protection_v,NULL,1,1
833,gold,safety,fact_safety_event_task,safety_v,fact_incident_body_part_v,NULL,1,1
834,gold,safety,fact_safety_event_task,safety_v,fact_incident_equip_category_v,NULL,1,1
835,gold,safety,fact_safety_event_task,safety_v,fact_incident_equip_crane_damage_v,NULL,1,1
836,gold,safety,fact_safety_event_task,safety_v,fact_incident_equip_crane_estimated_loss_v,NULL,1,1
837,gold,safety,fact_safety_event_task,safety_v,fact_incident_equip_crane_owner_v,NULL,1,1
838,gold,safety,fact_safety_event_task,safety_v,fact_incident_first_aid_provider_v,NULL,1,1
839,gold,safety,fact_safety_event_task,safety_v,fact_incident_injury_classification_v,NULL,1,1
840,gold,safety,fact_safety_event_task,safety_v,fact_incident_injury_main_cause_v,NULL,1,1
841,gold,safety,fact_safety_event_task,safety_v,fact_incident_injury_type_v,NULL,1,1
842,gold,safety,fact_safety_event_task,safety_v,fact_incident_medical_treatment_provider_v,NULL,1,1
843,gold,safety,fact_safety_event_task,safety_v,fact_incident_medical_treatment_v,NULL,1,1
844,gold,safety,fact_safety_event_task,safety_v,fact_incident_utility_info_v,NULL,1,1
845,gold,safety,fact_safety_event_task,safety_v,fact_incident_utility_pivots_v,NULL,1,1
846,gold,safety,fact_safety_event_task,safety_v,fact_psli_event_task_v,NULL,1,1
847,gold,safety,fact_safety_event_task,safety_v,fact_stcky_walk_corr_action_v,NULL,1,1
848,gold,safety,fact_safety_event_task,safety_v,fact_stcky_walk_protection_v,NULL,1,1
849,gold,safety,fact_stcky_walk,safety_v,fact_stcky_walk_protection_v,NULL,1,1
850,gold,safety,dim_compliance_user,safety,dim_safety_form,NULL,1,1
851,gold,safety,dim_compliance_user,safety,fact_stcky_walk,NULL,1,1
852,gold,safety,dim_ineight_role,safety,fact_stcky_walk,NULL,1,1
853,gold,safety,dim_injury_cause_hierarchy,safety_v,fact_incident_injury_main_cause_v,NULL,1,1
854,gold,safety,dim_org_project_bu,safety,dim_safety_form,NULL,1,1
855,gold,safety,dim_safety_form,safety,fact_cvis_recognition,NULL,1,1
856,gold,safety,dim_safety_form,safety,fact_cvis_suggestion_box,NULL,1,1
857,gold,safety,dim_safety_form,safety,fact_cvis_walk,NULL,1,1
858,gold,safety,dim_safety_form,safety,fact_incident,NULL,1,1
859,gold,safety,dim_safety_form,safety,fact_psli,NULL,1,1
860,gold,safety,dim_safety_form,safety,fact_safety_event_task,NULL,1,1
861,gold,safety,dim_safety_form,safety,fact_stcky_walk,NULL,1,1
862,gold,safety,dim_safety_form,safety,fact_stcky_walk_missing_protection_reason,NULL,1,1
863,gold,safety,dim_safety_form,safety_v,fact_cvis_walk_corr_action_v,NULL,1,1
864,gold,safety,dim_safety_form,safety_v,fact_cvis_walk_protection_v,NULL,1,1
865,gold,safety,dim_safety_form,safety_v,fact_stcky_walk_corr_action_v,NULL,1,1
866,gold,safety,dim_safety_form,safety_v,fact_stcky_walk_protection_v,NULL,1,1
867,gold,safety,dim_stcky_role,safety,fact_stcky_walk,NULL,1,1
868,gold,safety,fact_cvis_recognition,safety_v,fact_cvis_recognition_action_area_v,NULL,1,1
869,gold,safety,fact_cvis_recognition,safety_v,fact_cvis_recognition_award_type_v,NULL,1,1
870,gold,safety,fact_cvis_walk,safety_v,fact_cvis_walk_protection_v,NULL,1,1
871,gold,NULL,NULL,compliance,bridge_vendor_eval_evaluator,NULL,1,1
872,gold,NULL,NULL,compliance,bridge_vendor_eval_work_package,NULL,1,1
873,gold,NULL,NULL,compliance,dim_project_phase,NULL,1,1
874,gold,NULL,NULL,compliance,dim_vendor_evaluation_form,NULL,1,1
875,gold,NULL,NULL,compliance,dim_work_package_trade,NULL,1,1
876,gold,NULL,NULL,compliance,fact_vendor_evaluation,NULL,1,1
877,gold,compliance,dim_project_phase,compliance,fact_vendor_evaluation,NULL,1,1
878,gold,compliance,dim_vendor_evaluation_form,compliance,fact_vendor_evaluation,NULL,1,1
879,gold,compliance,dim_work_package_trade,compliance,bridge_vendor_eval_work_package,NULL,1,1
880,gold,compliance,fact_vendor_evaluation,compliance,bridge_vendor_eval_evaluator,NULL,1,1
881,gold,compliance,fact_vendor_evaluation,compliance,bridge_vendor_eval_work_package,NULL,1,1
882,gold,conformed,dim_company,compliance,fact_vendor_evaluation,NULL,1,1
883,gold,conformed,dim_project,compliance,fact_vendor_evaluation,NULL,1,1
886,gold,NULL,NULL,equipment,bridge_work_order_gl_trans,1,1,1
885,gold,safety,dim_compliance_user,compliance,bridge_vendor_eval_evaluator,NULL,1,1
887,gold,equipment,fact_work_order,equipment,bridge_work_order_gl_trans,1,1,1
888,gold,equipment,fact_work_order_gl_trans,equipment,bridge_work_order_gl_trans,1,1,1
1022,gold,NULL,NULL,project_management,fact_contract_diversity,1,1,1
1023,gold,project_management,dim_contract_line,project_management,fact_contract_diversity,1,1,1
1024,gold,project_management,dim_diversity_category,project_management,fact_contract_diversity,1,1,1
1025,gold,NULL,NULL,schedule_validator,fact_project_performance_snapshot,1,1,1
1026,gold,conformed,dim_project,schedule_validator,fact_project_performance_snapshot,1,1,1
1047,gold,NULL,NULL,project_management,fact_contract_cost_item_pricing,1,1,1
1048,gold,conformed,dim_project,project_management,fact_contract_cost_item_pricing,1,1,1
1049,gold,project_management,dim_cco,project_management,fact_contract_cost_item_pricing,1,1,1
1050,gold,project_management,dim_cor,project_management,fact_contract_cost_item_pricing,1,1,1
